2013.01.04;Prince Devitt (c) vs Low Ki vs Kota Ibushi;http://njpwworld.com/p/s_series_00203_1_7;Wrestle Kingdom 7;Tokyo Dome;IWGP Jr. Heavyweight Title;;2
2013.01.04;Togi Makabe vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00203_1_9;Wrestle Kingdom 7;Tokyo Dome;;;0
2013.01.04;Shinsuke Nakamura (c) vs Kazushi Sakuraba;http://njpwworld.com/p/s_series_00203_1_10;Wrestle Kingdom 7;Tokyo Dome;IWGP Intercontinental Title;;2
2013.01.04;Hiroshi Tanahashi (c) vs Kazuchika Okada;http://njpwworld.com/p/s_series_00203_1_11;Wrestle Kingdom 7;Tokyo Dome;IWGP Heavyweight Title;;2
2013.02.10;Time Splitters (c) vs Forever Hooligans;http://njpwworld.com/p/s_series_00204_1_1;New Beginning;Hiroshima Sun Plaza;IWGP Jr. Heavyweight Tag Titles;;1
2013.02.10;Prince Devitt (c) vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00204_1_2;New Beginning;Hiroshima Sun Plaza;IWGP Jr. Heavyweight Title;;0
2013.02.10;K.E.S. (c) vs TenKoji;http://njpwworld.com/p/s_series_00204_1_3;New Beginning;Hiroshima Sun Plaza;IWGP Heavyweight Tag Titles;;0
2013.02.10;Kazuchika Okada vs Minoru Suzuki;http://njpwworld.com/p/s_series_00204_1_7;New Beginning;Hiroshima Sun Plaza;;;0
2013.02.10;Hiroshi Tanahashi (c) vs Karl Anderson;http://njpwworld.com/p/s_series_00204_1_8;New Beginning;Hiroshima Sun Plaza;IWGP Heavyweight Title;;1
2013.03.23;Hirooki Goto vs Davey Boy Smith Jr.;http://njpwworld.com/p/s_series_00205_1_1;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Semi-Final;;0
2013.03.23;Kazuchika Okada vs Toru Yano;http://njpwworld.com/p/s_series_00205_1_2;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Semi-Final;;0
2013.03.23;Hirooki Goto vs Kazuchika Okada;http://njpwworld.com/p/s_series_00205_1_5;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Final;;1
2013.04.07;Time Splitters (c) vs Apollo 55;http://njpwworld.com/p/s_series_00206_1_1;Invasion Attack;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;;0
2013.04.07;Makabe & Honma vs Tanaka & Yujiro;http://njpwworld.com/p/s_series_00206_1_2;Invasion Attack;Ryogoku Kokugikan;;;0
2013.04.07;Shinsuke Nakamura (c) vs Davey Boy Smith Jr.;http://njpwworld.com/p/s_series_00206_1_6;Invasion Attack;Ryogoku Kokugikan;IWGP Intercontinental Title;;0
2013.04.07;Kazuchika Okada (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00206_1_7;Invasion Attack;Ryogoku Kokugikan;IWGP Heavyweight Title;;2
2013.05.03;Time Splitters (c) vs Forever Hooligans;http://njpwworld.com/p/s_series_00207_1_1;Wrestling Dontaku;Fukuoka National Centre;IWGP Jr. Heavyweight Tag Titles;;0
2013.05.03;Masato Tanaka (c) vs Tomoaki Honma;http://njpwworld.com/p/s_series_00207_1_4;Wrestling Dontaku;Fukuoka National Centre;NEVER Openweight Title;;1
2013.05.03;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00207_1_6;Wrestling Dontaku;Fukuoka National Centre;;;2
2013.05.03;Hiroshi Tanahashi vs Karl Anderson;http://njpwworld.com/p/s_series_00207_1_7;Wrestling Dontaku;Fukuoka National Centre;;;1
2013.05.03;Shinsuke Nakamura vs Shelton 'X' Benjamin;http://njpwworld.com/p/s_series_00207_1_8;Wrestling Dontaku;Fukuoka National Centre;IWGP Intercontinental Title;;0
2013.05.03;Kazuchika Okada (c) vs Minoru Suzuki;http://njpwworld.com/p/s_series_00207_1_9;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Title;;0
2013.05.24;Ryusuke Taguchi vs Alex Koslov;http://njpwworld.com/p/s_series_00208_1_6;BoSJ Day 1;Korakuen Hall;BoSJ Block A Match;;0
2013.05.24;KUSHIDA vs BUSHI;http://njpwworld.com/p/s_series_00208_1_7;BoSJ Day 1;Korakuen Hall;BoSJ Block B Match;;0
2013.05.24;Alex Shelley vs Prince Devitt;http://njpwworld.com/p/s_series_00208_1_8;BoSJ Day 1;Korakuen Hall;BoSJ BlocK A Match;;0
2013.06.09;Kenny Omega vs Prince Devitt;http://njpwworld.com/p/s_series_00208_2_3;BoSJ FINAL;Korakuen Hall;Best of the Super Jr's Semi-Final;;1
2013.06.09;Prince Devitt vs Alex Shelley;http://njpwworld.com/p/s_series_00208_2_7;BosJ FINAL;Korakuen Hall;Best of the Super Jr's Final;;2
2013.06.22;Forever Hooligans (c) vs Time Splitters;http://njpwworld.com/p/s_series_00209_1_1;DOMINION 6.22;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles;;0
2013.06.22;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00209_1_6;DOMINION 6.22;Osaka Prefectural Gym;;;2
2013.06.22;Hiroshi Tanahashi vs Prince Devitt;http://njpwworld.com/p/s_series_00209_1_7;DOMINION 6.22;Osaka Prefectural Gym;;;1
2013.06.22;Kazuchika Okada (c) vs Togi Makabe;http://njpwworld.com/p/s_series_00209_1_8;DOMINION 6.22;Osaka Prefectural Gym;IWGP Heavyweight Title;;1
2013.07.20;Minoru Suzuki vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00210_1_1;Kizuna Road;Akita Prefectural Gym;;;0
2013.07.20;Masato Tanaka (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00210_1_3;Kizuna Road;Akita Prefectural Gym;NEVER Openweight Title;;1
2013.07.20;La Sombra (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00210_1_4;Kizuna Road;Akita Prefectural Gym;IWGP Intercontinental Title;;1
2013.07.20;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00210_1_6;Kizuna Road;Akita Prefectural Gym;;;2
2013.07.20;Kazuchika Okada (c) vs Prince Devitt;http://njpwworld.com/p/s_series_00210_1_8;Kizuna Road;Akita Prefectural Gym;IWGP Heavyweight Title;;1
2013.08.02;Satoshi Kojima vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00211_1_5;G1 Climax Day 2;Korakuen Hall;G1 Climax Block A Match;;0
2013.08.02;Tetsuya Naito vs Kota Ibushi;http://njpwworld.com/p/s_series_00211_1_7;G1 Climax Day 2;Korakuen Hall;G1 Climax Block B Match;;2
2013.08.02;Shinsuke Nakamura vs Minoru Suzuki;http://njpwworld.com/p/s_series_00211_1_8;G1 Climax Day 2;Korakuen Hall;G1 Climax Block B Match;;0
2013.08.02;Hirooki Goto vs Kazuchika Okada;http://njpwworld.com/p/s_series_00211_1_9;G1 Climax Day 2;Korakuen Hall;G1 Climax Block A Match;;1
2013.08.02;Hiroshi Tanahashi vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00211_1_10;G1 Climax Day 2;Korakuen Hall;G1 Climax Block A Match;;2
2013.08.04;Hiroyoshi Tenzan vs Karl Anderson;http://njpwworld.com/p/s_series_00211_2_2;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block B Match;;0
2013.08.04;Tomohiro Ishii vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00211_2_5;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block A Match;;2
2013.08.04;Tetsuya Naito vs Minoru Suzuki;http://njpwworld.com/p/s_series_00211_2_7;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block B Match;;1
2013.08.04;Hiroshi Tanahashi vs Prince Devitt;http://njpwworld.com/p/s_series_00211_2_8;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block A Match;;0
2013.08.04;Togi Makabe vs Kazuchika Okada;http://njpwworld.com/p/s_series_00211_2_9;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block A Match;;0
2013.08.04;Shinsuke Nakamura vs Kota Ibushi;http://njpwworld.com/p/s_series_00211_2_10;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block B Match;;2
2013.08.10;Lance Archer vs Satoshi Kojima;http://njpwworld.com/p/s_series_00211_3_3;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block A Match;;0
2013.08.10;Togi Makabe vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00211_3_5;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block A Match;;0
2013.08.10;Kota Ibushi vs Minoru Suzuki;http://njpwworld.com/p/s_series_00211_3_6;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block B Match;;1
2013.08.10;Shinsuke Nakamura vs Tetsuya Naito;http://njpwworld.com/p/s_series_00211_3_7;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block B Match;;2
2013.08.10;Hiroshi Tanahashi vs Kazuchika Okada;http://njpwworld.com/p/s_series_00211_3_8;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block A Match;;2
2013.08.11;Tetsuya Naito vs Karl Anderson;https://njpwworld.com/p/s_series_00211_4_04;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block B Match;;0
2013.08.11;Lance Archer vs Davey Boy Smith Jr.;http://njpwworld.com/p/s_series_00211_4_05;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;0
2013.08.11;Satoshi Kojima vs Kazuchika Okada;http://njpwworld.com/p/s_series_00211_4_07;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;0
2013.08.11;Hiroshi Tanahashi vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00211_4_08;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;2
2013.08.11;Hiroshi Tanahashi vs Tetsuya Naito;http://njpwworld.com/p/s_series_00211_4_09;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Final;;2
2013.09.29;Hiroshi Tanahashi vs Prince Devitt;http://njpwworld.com/p/s_series_00212_1_5;Destruction;Kobe World Hall;Lumberjack Deathmatch;;0
2013.09.29;Masato Tanaka (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00212_1_6;Destruction;Kobe World Hall;NEVER Openweight Title;;1
2013.09.29;Kazuchika Okada (c) vs Satoshi Kojima;http://njpwworld.com/p/s_series_00212_1_8;Destruction;Kobe World Hall;IWGP Heavyweight Title;;1
2013.10.14;Tomohiro Ishii vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00213_1_5;King of Pro-Wrestling;Ryogoku Kokugikan;;;2
2013.10.14;Shinsuke Nakamura (c) vs Naomichi Marufuji;http://njpwworld.com/p/s_series_00213_1_8;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Intercontinental Title;;0
2013.10.14;Kazuchika Okada (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00213_1_9;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Heavyweight Title;;2
2013.11.09;Hiroshi Tanahashi vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00214_1_4;Power Struggle;Osaka Prefectural Gym;;;1
2013.11.09;Tetsuya Naito (c) vs Masato Tanaka;http://njpwworld.com/p/s_series_00214_1_5;Power Struggle;Osaka Prefectural Gym;NEVER Openweight Title;;1
2013.11.09;Shinsuke Nakamura (c) vs Minoru Suzuki;http://njpwworld.com/p/s_series_00214_1_6;Power Struggle;Osaka Prefectural Gym;IWGP Intercontinental Title;;0
2013.11.09;Kazuchika Okada (c) vs Karl Anderson;http://njpwworld.com/p/s_series_00214_1_7;Power Struggle;Osaka Prefectural Gym;IWGP Heavyweight Title;;1
2013.12.08;TenKoji vs Gallows & Guns;http://njpwworld.com/p/s_series_00215_1_6;Worl Tag League FINAL;Aichi Prefectural Gym;World Tag League Final;;0
2013.12.23;Tanahashi & Naito vs Nakamura & Okada;http://njpwworld.com/p/s_series_00216_1_5;Road to Tokyo Dome;Korakuen Hall;;;0
2014.01.04;Young Bucks (c) vs Suzuki-gun vs Forever Hooligans vs Time Splitters;http://njpwworld.com/p/s_series_00217_1_2;Wrestle Kingdom 8;Tokyo Dome;IWGP Jr. Heavyweight Tag Titles;;2
2014.01.04;K.E.S. (c) vs Gallows & Guns;http://njpwworld.com/p/s_series_00217_1_3;Wrestle Kingdom 8;Tokyo Dome;IWGP Heavyweight Tag Titles;;0
2014.01.04;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00217_1_8;Wrestle Kingdom 8;Tokyo Dome;;;2
2014.01.04;Prince Devitt (c) vs Kota Ibushi;http://njpwworld.com/p/s_series_00217_1_9;Wrestle Kingdom 8;Tokyo Dome;IWGP Jr. Heavyweight Title;;1
2014.01.04;Kazuchika Okada (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00217_1_10;Wrestle Kingdom 8;Tokyo Dome;IWGP Heavyweight Title;;2
2014.01.04;Shinsuke Nakamura (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00217_1_11;Wrestle Kingdom 8;Tokyo Dome;IWGP Intercontinental Title;;2
2014.01.19;La Sombra vs Ultimo Guerrero;http://njpwworld.com/p/s_series_00218_1_1;FantasticaMania Day 5;Korakuen Hall;;;1
2014.01.19;Tanahashi, Ibushi & Mistico vs Nakamura, Yujiro & Mephisto;http://njpwworld.com/p/s_series_00218_1_3;FantasticaMania Day 5;Korakuen Hall;;;0
2014.01.19;Volador Jr. (c) vs Mascara Dorada;http://njpwworld.com/p/s_series_00218_1_2;FantasticaMania Day 5;Korakuen Hall;NWA World Welterweight Title;;1
2014.02.09;Meiyu Tag vs Kazuchika Okada & YOSHI-HASHI;http://njpwworld.com/p/s_series_00219_1_3;New Beginning Hiroshima;Hiroshima Sun Plaza;;;0
2014.02.09;Gallows & Guns (c) vs K.E.S.;http://njpwworld.com/p/s_series_00219_1_4;New Beginning Hiroshima;Hiroshima Sun Plaza;IWGP Heavyweight Tag Titles;;0
2014.02.09;Hiroshi Tanahashi (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00219_1_5;New Beginning Hiroshima;Hiroshima Sun Plaza;IWGP Intercontinental Title;;2
2014.02.11;The Young Bucks (c) vs Time Splitters;http://njpwworld.com/p/s_series_00220_1_1;New Beginning Osaka;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles;;1
2014.02.11;Kota Ibushi (c) vs El Desperado;http://njpwworld.com/p/s_series_00220_1_8;New Beginning Osaka;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;;0
2014.02.11;Tetsuya Naito (c) vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00220_1_9;New Beginning Osaka;Osaka Prefectural Gym;NEVER Openweight Title;;2
2014.02.11;Kazuchika Okada (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00220_1_10;New Beginning Osaka;Osaka Prefectural Gym;IWGP Heavyweight Title;;1
2014.03.06;Meiyu Tag vs Gallows & Guns;http://njpwworld.com/p/s_series_00221_1_6;Anniversary Show;Ota Ward Gym;;;0
2014.03.06;Tanahashi & Tetsuya Naito vs Shinsuke Nakamura & Tomohiro Ishii;http://njpwworld.com/p/s_series_00221_1_7;Anniversary Show;Ota Ward Gym;;;1
2014.03.06;Kazuchika Okada vs Kota Ibushi;http://njpwworld.com/p/s_series_00221_1_8;Anniversary Show;Ota Ward Gym;;;1
2014.03.23;Shinsuke Nakamura vs Minoru Suzuki;http://njpwworld.com/p/s_series_00222_3_5;New Japan Cup FINAL;Amagasaki Gym;New Japan Cup Semi-Final;;1
2014.03.23;Ibushi, Naito & Desperado vs Okada, Ishii & Gedo;http://njpwworld.com/p/s_series_00222_3_8;New Japan Cup FINAL;Amagasaki Gym;;;0
2014.03.23;Shinsuke Nakamura vs Bad Luck Fale;http://njpwworld.com/p/s_series_00222_3_9;New Japan Cup FINAL;Amagasaki Gym;New Japan Cup Final;;0
2014.04.06;The Young Bucks (c) vs Kota Ibushi & El Desperado;http://njpwworld.com/p/s_series_00225_1_1;Invasion Attack;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;;0
2014.04.06;Ryusuke Taguchi vs Prince Devitt;http://njpwworld.com/p/s_series_00225_1_5;Invasion Attack;Ryogoku Kokugikan;;;0
2014.04.06;Tomohiro Ishii (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00225_1_7;Invasion Attack;Ryogoku Kokugikan;NEVER Openweight Title;;2
2014.04.06;Gallows & Guns (c) vs Meiyu Tag;http://njpwworld.com/p/s_series_00225_1_8;Invasion Attack;Ryogoku Kokugikan;IWGP Heavyweight Tag Titles;;0
2014.04.06;Hiroshi Tanahashi (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00225_1_9;Invasion Attack;Ryogoku Kokugikan;IWGP Heavyweight Title;;2
2014.05.03;The Young Bucks (c) vs Forever Hooligans;http://njpwworld.com/p/s_series_00227_1_2;Wrestling Dontaku;Fukuoka National Centre;IWGP Jr. Heavyweight Tag Titles;;1
2014.05.03;Yuji Nagata & Manabu Nakanishi vs Meiyu Tag;http://njpwworld.com/p/s_series_00227_1_5;Wrestling Dontaku;Fukuoka National Centre;;;0
2014.05.03;Kota Ibushi (c) vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00227_1_6;Wrestling Dontaku;Fukuoka National Centre;IWGP Jr. Heavyweight Title;;0
2014.05.03;Tomohiro Ishii (c) vs Tomoaki Honma;http://njpwworld.com/p/s_series_00227_1_7;Wrestling Dontaku;Fukuoka National Centre;NEVER Openweight Title;;2
2014.05.03;Kazuchika Okada (c) vs AJ Styles;http://njpwworld.com/p/s_series_00227_1_10;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Title;;2
2014.05.25;Tetsuya Naito vs Bad Luck Fale;http://njpwworld.com/p/s_series_00228_1_5;Back to Yokohama;Yokohama Arena;;;0
2014.05.25;Tomohiro Ishii (c) vs Kota Ibushi;http://njpwworld.com/p/s_series_00228_1_7;Back to Yokohama;Yokohama Arena;NEVER Openweight Title;;2
2014.05.25;Ace to King vs Meiyu Tag;http://njpwworld.com/p/s_series_00228_1_8;Back to Yokohama;Yokohama Arena;IWGP Tag Title Contendership;;0
2014.05.25;AJ Styles (c) vs Kazuchika Okada;http://njpwworld.com/p/s_series_00228_1_10;Back to Yokohama;Yokohama Arena;IWGP Heavyweight Title;;2
2014.05.30;Jushin 'Thunder' Liger vs BUSHI;http://njpwworld.com/p/s_series_00229_1_4;BoSJ Day 1;Korakuen Hall;BoSJ Block A Match;;0
2014.05.30;Ricochet vs Alex Koslov;http://njpwworld.com/p/s_series_00229_1_6;BoSJ Day 1;Korakuen Hall;BoSJ Block A Match;;0
2014.05.30;Kenny Omega vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00229_1_9;BoSJ Day 1;Korakuen Hall;BoSJ Block B Match;;0
2014.06.08;KUSHIDA vs Ricochet;http://njpwworld.com/p/s_series_00229_3_9;BoSJ Day 8;Yoyogi National Satdium;Best of the Super Jr's Final;;1
2014.06.21;The Young Bucks (c) vs Time Splitters;http://njpwworld.com/p/s_series_00230_1_1;DOMINION 6.21;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles;;1
2014.06.21;Kota Ibushi (c) vs Ricochet;http://njpwworld.com/p/s_series_00230_1_5;DOMINION 6.21;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;;2
2014.06.21;Gallows & Guns (c) vs Ace to King;http://njpwworld.com/p/s_series_00230_1_8;DOMINION 6.21;Osaka Prefectural Gym;IWGP Heavyweight Tag Titles;;0
2014.06.21;Shinsuke Nakamura (c) vs Bad Luck Fale;http://njpwworld.com/p/s_series_00230_1_9;DOMINION 6.21;Osaka Prefectural Gym;IWGP Intercontinental Title;;1
2014.07.21;Togi Makabe vs Hirooki Goto;http://njpwworld.com/p/s_series_00232_1_7;G1 Climax Day 1;Hokkaido Sports Centre;G1 Climax Block B Match;;0
2014.07.21;Hiroshi Tanahashi vs Tomoaki Honma;http://njpwworld.com/p/s_series_00232_1_8;G1 Climax Day 1;Hokkaido Sports Centre;G1 Climax Block A Match;;2
2014.07.21;Shinsuke Nakamura vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00232_1_9;G1 Climax Day 1;Hokkaido Sports Centre;G1 Climax Block A Match;;1
2014.07.21;Kazuchika Okada vs AJ Styles;http://njpwworld.com/p/s_series_00232_1_10;G1 Climax Day 1;Hokkaido Sports Centre;G1 Climax Block B Match;;2
2014.07.26;Tomoaki Honma vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00232_4_5;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block A Match;;1
2014.07.26;Yuji Nagata vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00232_4_7;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block A Match;;0
2014.07.26;Tetsuya Naito vs AJ Styles;http://njpwworld.com/p/s_series_00232_4_8;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block B Match;;1
2014.07.26;Kazuchika Okada vs Karl Anderson;http://njpwworld.com/p/s_series_00232_4_9;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block B Match;;0
2014.07.26;Hiroshi Tanahashi vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00232_4_10;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block A Match;;2
2014.07.28;Hirooki Goto vs AJ Styles;http://njpwworld.com/p/s_series_00232_5_7;G1 Climax Day 5;Sendai Sun Plaza Hall;G1 Climax Block B Match;;0
2014.07.28;Hiroshi Tanahashi vs Bad Luck Fale;http://njpwworld.com/p/s_series_00232_5_8;G1 Climax Day 5;Sendai Sun Plaza Hall;G1 Climax Block A Match;;0
2014.07.28;Tomoaki Honma vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00232_5_9;G1 Climax Day 5;Sendai Sun Plaza Hall;G1 Climax Block A Match;;0
2014.07.28;Tetsuya Naito vs Kazuchika Okada;http://njpwworld.com/p/s_series_00232_5_10;G1 Climax Day 5;Sendai Sun Plaza Hall;G1 Climax Block B Match;;1
2014.08.01;Togi Makabe vs Tetsuya Naito;http://njpwworld.com/p/s_series_00232_7_7;G1 Climax Day 7;Korakuen Hall;G1 Climax Block B Match;;0
2014.08.01;Minoru Suzuki vs AJ Styles;http://njpwworld.com/p/s_series_00232_7_8;G1 Climax Day 7;Korakuen Hall;G1 Climax Block B Match;;2
2014.08.01;Yuji Nagata vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00232_7_9;G1 Climax Day 7;Korakuen Hall;G1 Climax Block A Match;;0
2014.08.01;Shinsuke Nakamura vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00232_7_10;G1 Climax Day 7;Korakuen Hall;G1 Climax Block A Match;;1
2014.08.03;Hirooki Goto vs Tetsuya Naito;http://njpwworld.com/p/s_series_00232_8_5;G1 Climax Day 8;Osaka Prefectural Gym;G1 Climax Block B Match;;1
2014.08.03;Togi Makabe vs Minoru Suzuki;http://njpwworld.com/p/s_series_00232_8_7;G1 Climax Day 8;Osaka Prefectural Gym;G1 Climax Block B Match;;0
2014.08.03;Tomoaki Honma vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00232_8_8;G1 Climax Day 8;Osaka Prefectural Gym;G1 Climax Block A Match;;1
2014.08.03;Hiroshi Tanahashi vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00232_8_10;G1 Climax Day 8;Osaka Prefectural Gym;G1 Climax Block A Match;;2
2014.08.08;Tetsuya Naito vs Karl Anderson;http://njpwworld.com/p/s_series_00232_11_4;G1 Climax Day 11;Yokohama Cultural Gym;G1 Climax Block B Match;;1
2014.08.08;Yuji Nagata vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00232_11_5;G1 Climax Day 11;Yokohama Cultural Gym;G1 Climax Block A Match;;0
2014.08.08;Shinsuke Nakamura vs Bad Luck Fale;http://njpwworld.com/p/s_series_00232_11_7;G1 Climax Day 11;Yokohama Cultural Gym;G1 Climax Block A Match;;0
2014.08.08;Kazuchika Okada vs Minoru Suzuki;http://njpwworld.com/p/s_series_00232_11_10;G1 Climax Day 11;Yokohama Cultural Gym;G1 Climax Block B Match;;1
2014.08.10;Time Splitters (c) vs reDRagon;http://njpwworld.com/p/s_series_00232_12_05;G1 Climax FINAL;Seibu Dome;IWGP Jr. Heavyweight Tag Titles;;1
2014.08.10;Tetsuya Naito vs Tomoaki Honma;http://njpwworld.com/p/s_series_00232_12_06;G1 Climax FINAL;Seibu Dome;;;0
2014.08.10;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00232_12_08;G1 Climax FINAL;Seibu Dome;;;2
2014.08.10;AJ Styles vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00232_12_09;G1 Climax FINAL;Seibu Dome;G1 3rd Place Battle;;1
2014.08.10;Kazuchika Okada vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00232_12_10;G1 Climax FINAL;Seibu Dome;G1 Climax FINAL;;2
2014.09.21;KUSHIDA (c) vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00233_1_5;Destruction in Kobe;Kobe World Hall;IWGP Jr. Heavyweight Title;;0
2014.09.21;Togi Makabe vs Hirooki Goto;http://njpwworld.com/p/s_series_00233_1_8;Destruction in Kobe;Kobe World Hall;;;0
2014.09.21;Hiroshi Tanahashi vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00233_1_9;Destruction in Kobe;Kobe World Hall;;;2
2014.09.21;Bad Luck Fale (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00233_1_10;Destruction in Kobe;Kobe World Hall;IWGP Intercontinental Title;;1
2014.10.13;Time Splitters (c)  vs Forever Hooligans vs The Young Bucks;http://njpwworld.com/p/s_series_00234_1_5;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;;0
2014.10.13;Kazuchika Okada (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00234_1_9;King of Pro-Wrestling;Ryogoku Kokugikan;Tokyo Dome no.1 Contdendership;;2
2014.10.13;AJ Styles (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00234_1_10;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Heavyweight Title;;1
2014.11.08;Time Splitters (c) vs reDRagon;http://njpwworld.com/p/s_series_00235_1_6;Power Struggle;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles;;2
2014.11.08;Tomohiro Ishii (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00235_1_9;Power Struggle;Osaka Prefectural Gym;NEVER Openweight Title;;2
2014.11.08;Shinsuke Nakamura (c) vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00235_1_11;Power Struggle;Osaka Prefectural Gym;IWGP Intercontinental Title;;1
2014.12.07;Tanahashi/Makabe/Ibushi/Sombra vs Nakamura/Okada/Ishii/YOSHI;http://njpwworld.com/p/s_series_00236_1_2;World Tag League FINAL;Aichi Prefectural Gym;;;0
2014.12.07;Hirooki Goto & Katsuyori Shibata vs Karl Anderson & Doc Gallows;http://njpwworld.com/p/s_series_00236_1_2;World Tag League FINAL;Aichi Prefectural Gym;World Tag League Final;;1
2014.12.19;Tana/Makabe/Ibushi/Taguchi/KUSHIDA vs CHAOS - 10 man elimination;http://njpwworld.com/p/s_series_00242_2_1;Road to Tokyo Dome;Korakuen Hall;;;0
2014.12.20;Hirooki Goto & Katsuyori Shibata vs Tetsuya Naito & Tomoaki Honma;http://njpwworld.com/p/s_series_00242_3_1;Road to Tokyo Dome;Korakuen Hall;;;0
